no_reviews,ranks,ratings,t_links,titles
58,6., 88%,/m/breakfast_club,The Breakfast Club (1985)
51,7., 88%,/m/1032180-after_hours,After Hours (1985)
45,8., 87%,/m/peewees_big_adventure,Pee-wee's Big Adventure (1985)
48,9., 79%,/m/mad_max_beyond_thunderdome,Mad Max Beyond Thunderdome (1985)
46,10., 70%,/m/goonies,The Goonies (1985)
44,11., 57%,/m/out_of_africa,Out of Africa (1985)
44,12., 39%,/m/rocky_iv,Rocky IV (1985)
56,13., 36%,/m/view_to_a_kill,A View to a Kill (1985)
58,1., 100%,/m/terminator,The Terminator (1984)
70,2., 97%,/m/ghostbusters,Ghostbusters (1984 Original) (1984)
96,3., 94%,/m/blood_simple,Blood Simple (1984)
83,4., 95%,/m/amadeus,Amadeus (1984)
44,5., 98%,/m/repo_man,Repo Man (1984)
61,6., 95%,/m/this_is_spinal_tap,This Is Spinal Tap (1984)
48,7., 94%,/m/nightmare_on_elm_street,A Nightmare on Elm Street (1984)
41,8., 93%,/m/killing_fields,The Killing Fields (1984)
48,9., 88%,/m/romancing_the_stone,Romancing the Stone (1984)
43,10., 88%,/m/karate_kid,The Karate Kid (1984)
65,11., 85%,/m/indiana_jones_and_the_temple_of_doom,Indiana Jones and the Temple of Doom (1984)
50,12., 86%,/m/once_upon_a_time_in_america,Once Upon a Time in America (1984)
62,13., 84%,/m/gremlins,Gremlins (1984)
44,14., 84%,/m/beverly_hills_cop,Beverly Hills Cop (1984)
42,15., 79%,/m/star_trek_iii_the_search_for_spock,Star Trek III - The Search for Spock (1984)
43,16., 70%,/m/revenge_of_the_nerds,Revenge of the Nerds (1984)
47,17., 68%,/m/purple_rain,Purple Rain (1984)
43,18., 56%,/m/1006364-dune,Dune (1984)
44,1., 98%,/m/right_stuff,The Right Stuff (1983)
47,2., 96%,/m/1017641-risky_business,Risky Business (1983)
43,3., 93%,/m/national_lampoons_vacation,National Lampoon's Vacation (1983)
41,4., 93%,/m/wargames,WarGames (War Games) (1983)
50,5., 90%,/m/1011623-king_of_comedy,The King of Comedy (1983)
55,6., 89%,/m/1004151-christmas_story,A Christmas Story (1983)
41,7., 90%,/m/dead_zone,The Dead Zone (1983)
42,8., 88%,/m/terms_of_endearment,Terms of Endearment (1983)
42,9., 86%,/m/trading_places,Trading Places (1983)
86,10., 80%,/m/star_wars_episode_vi_return_of_the_jedi,Star Wars: Episode VI - Return of the Jedi (1983)
67,11., 82%,/m/scarface,Scarface (1983)
46,12., 78%,/m/videodrome,Videodrome (1983)
47,13., 64%,/m/never_say_never_again,Never Say Never Again (1983)
43,14., 42%,/m/octopussy,Octopussy (1983)
43,15., 26%,/m/superman_iii,Superman III (1983)
119,1., 98%,/m/et_the_extraterrestrial,E.T. The Extra-Terrestrial (1982)
42,2., 98%,/m/mad_max_2_the_road_warrior,Mad Max 2: The Road Warrior (1982)
108,3., 90%,/m/blade_runner,Blade Runner (1982)
46,4., 89%,/m/tootsie,Tootsie (1982)
51,5., 88%,/m/star_trek_ii_the_wrath_of_khan,Star Trek II: The Wrath of Khan (1982)
52,6., 87%,/m/gandhi,Gandhi (1982)
40,7., 88%,/m/first_blood,First Blood (1982)
57,8., 86%,/m/1016513-poltergeist,Poltergeist (1982)
59,9., 83%,/m/1021244-thing,The Thing (1982)
50,10., 78%,/m/fast_times_at_ridgemont_high,Fast Times At Ridgemont High (1982)
54,11., 70%,/m/tron,TRON (1982)
43,12., 65%,/m/1003758-cat_people,Cat People (1982)
47,1., 98%,/m/1005973-diva,Diva (1981)
46,2., 98%,/m/das_boot,Das Boot (1981)
71,3., 94%,/m/raiders_of_the_lost_ark,Raiders of the Lost Ark (1981)
56,4., 95%,/m/the-evil-dead,The Evil Dead (1981)
44,5., 91%,/m/time_bandits,Time Bandits (1981)
48,6., 90%,/m/american_werewolf_in_london,An American Werewolf in London (1981)
40,7., 90%,/m/1008074-gallipoli,Gallipoli (1981)
45,8., 89%,/m/blow_out,Blow Out (1981)
46,9., 87%,/m/superman_ii,Superman II (1981)
56,10., 86%,/m/1006717-escape_from_new_york,Escape from New York (1981)
64,11., 83%,/m/chariots_of_fire,Chariots of Fire (1981)
40,12., 80%,/m/excalibur,Excalibur (1981)
46,13., 74%,/m/for_your_eyes_only,For Your Eyes Only (1981)
90,1., 94%,/m/empire_strikes_back,Star Wars: Episode V - The Empire Strikes Back (1980)
59,2., 97%,/m/airplane,Airplane! (1980)
63,3., 95%,/m/raging_bull,Raging Bull (1980)
48,4., 92%,/m/big_red_one,The Big Red One (1980)
70,5., 87%,/m/shining,The Shining (1980)
42,6., 90%,/m/1006527-elephant_man,The Elephant Man (1980)
41,7., 90%,/m/ordinary_people,Ordinary People (1980)
54,8., 85%,/m/blues_brothers,The Blues Brothers (1980)
43,9., 86%,/m/altered_states,Altered States (1980)
43,10., 84%,/m/1006299-dressed_to_kill,Dressed to Kill (1980)
51,11., 75%,/m/caddyshack,Caddyshack (1980)
49,12., 59%,/m/friday_the_13th_part_1,Friday the 13th (1980)
42,13., 57%,/m/heavens_gate,Heaven's Gate (1980)
42,14., 50%,/m/cruising,Cruising (1980)
104,1., 97%,/m/alien,Alien (1979)
83,2., 96%,/m/apocalypse_now,Apocalypse Now (1979)
59,3., 97%,/m/monty_pythons_life_of_brian,Monty Python's Life of Brian (1979)
61,4., 95%,/m/manhattan,Manhattan (1979)
47,5., 96%,/m/being_there,Being There (1979)
50,6., 94%,/m/nosferatu_the_vampyre,Nosferatu: Phantom der Nacht (Nosferatu the Vampyre) (1979)
40,7., 93%,/m/1005339-dawn_of_the_dead,Dawn of the Dead (1979)
59,8., 90%,/m/mad_max,Mad Max (1979)
48,9., 88%,/m/muppet_movie,The Muppet Movie (1979)
43,10., 88%,/m/kramer_vs_kramer,Kramer vs. Kramer (1979)
42,11., 71%,/m/1007617-fog,The Fog (1979)
47,12., 62%,/m/1014217-moonraker,Moonraker (1979)
46,1., 98%,/m/the_last_waltz_1978,The Last Waltz (1978)
63,2., 94%,/m/deer_hunter,The Deer Hunter (1978)
61,3., 93%,/m/superman_the_movie,Superman (1978)
52,4., 94%,/m/1010679-invasion_of_the_body_snatchers,Invasion of the Body Snatchers (1978)
50,5., 94%,/m/days_of_heaven,Days of Heaven (1978)
55,6., 93%,/m/1009113-halloween,Halloween (1978)
46,7., 91%,/m/national_lampoons_animal_house,National Lampoon's Animal House (1978)
62,8., 76%,/m/grease,Grease (1978)
113,1., 93%,/m/star_wars,Star Wars: Episode IV - A New Hope (1977)
69,2., 97%,/m/annie_hall,Annie Hall (1977)
57,3., 96%,/m/close_encounters_of_the_third_kind,Close Encounters of the Third Kind (1977)
56,4., 91%,/m/eraserhead,Eraserhead (1977)
47,5., 91%,/m/1020662-suspiria,Suspiria (1977)
47,6., 85%,/m/saturday_night_fever,Saturday Night Fever (1977)
48,7., 79%,/m/spy_who_loved_me,The Spy Who Loved Me (1977)
80,1., 98%,/m/taxi_driver,Taxi Driver (1976)
40,2., 98%,/m/1001280-assault_on_precinct_13,Assault on Precinct 13 (1976)
54,3., 96%,/m/solaris_1976,Solaris (1976)
60,4., 93%,/m/1003625-carrie,Carrie (1976)
56,5., 93%,/m/1017776-rocky,Rocky (1976)
55,6., 93%,/m/all_the_presidents_men,All the President's Men (1976)
58,7., 91%,/m/network,Network (1976)
43,8., 86%,/m/1015517-omen,The Omen (1976)
55,9., 82%,/m/man_who_fell_to_earth,The Man Who Fell to Earth (1976)
76,1., 97%,/m/jaws,Jaws (1975)
72,2., 97%,/m/monty_python_and_the_holy_grail,Monty Python and the Holy Grail (1975)
62,3., 97%,/m/barry_lyndon,Barry Lyndon (1975)
66,4., 95%,/m/one_flew_over_the_cuckoos_nest,One Flew Over the Cuckoo's Nest (1975)
42,5., 95%,/m/dog_day_afternoon,Dog Day Afternoon (1975)
49,6., 94%,/m/nashville,Nashville (1975)
67,7., 91%,/m/the-passenger-professione-reporter,Professione: reporter (The Passenger) (1975)
43,8., 86%,/m/three_days_of_the_condor,Three Days of the Condor (1975)
41,9., 80%,/m/rocky_horror_picture_show,The Rocky Horror Picture Show (1975)
72,1., 97%,/m/godfather_part_ii,"The Godfather, Part II (1974)"
64,2., 98%,/m/chinatown,Chinatown (1974)
50,3., 98%,/m/1001577-badlands,Badlands (1974)
48,4., 98%,/m/conversation,The Conversation (1974)
56,5., 93%,/m/young_frankenstein,Young Frankenstein (1974)
51,6., 90%,/m/blazing_saddles,Blazing Saddles (1974)
43,7., 91%,/m/amarcord,Amarcord (1974)
58,8., 88%,/m/1021112-texas_chainsaw_massacre,The Texas Chainsaw Massacre (1974)
49,9., 88%,/m/f_for_fake,F for Fake (1974)
44,10., 45%,/m/man_with_the_golden_gun,The Man with the Golden Gun (1974)
42,1., 100%,/m/playtime,Playtime (1973)
51,2., 98%,/m/mean_streets,Mean Streets (1973)
51,3., 96%,/m/dont_look_now,Don't Look Now (1973)
44,4., 95%,/m/enter_the_dragon,Enter the Dragon (1973)
44,5., 95%,/m/american_graffiti,American Graffiti (1973)
55,6., 93%,/m/1020130-sting,The Sting (1973)
48,7., 90%,/m/the_wicker_man_1973,The Wicker Man (1973)
71,8., 86%,/m/exorcist,The Exorcist (1973)
40,9., 73%,/m/ziggy_stardust_and_the_spiders_from_mars_1973,Ziggy Stardust and the Spiders from Mars (1973)
44,10., 66%,/m/live_and_let_die,Live and Let Die (1973)
87,1., 98%,/m/godfather,The Godfather (1972)
49,2., 98%,/m/discreet_charm_of_the_bourgeoisie,The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie) (1972)
44,3., 98%,/m/aguirre_the_wrath_of_god,"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes) (1972)"
55,4., 93%,/m/deliverance,Deliverance (1972)
40,5., 88%,/m/1006345-duel,Duel (1972)
41,6., 80%,/m/pink_flamingos,Pink Flamingos (1972)
51,1., 100%,/m/last_picture_show,The Last Picture Show (1971)
55,2., 98%,/m/french_connection,The French Connection (1971)
42,3., 95%,/m/dirty_harry,Dirty Harry (1971)
54,4., 91%,/m/clockwork_orange,A Clockwork Orange (1971)
43,5., 91%,/m/willy_wonka_and_the_chocolate_factory,Willy Wonka and the Chocolate Factory (1971)
45,6., 89%,/m/mccabe_and_mrs_miller,McCabe & Mrs. Miller (1971)
60,7., 87%,/m/thx_1138,THX 1138 (1971)
43,8., 86%,/m/harold_and_maude,Harold and Maude (1971)
43,9., 67%,/m/diamonds_are_forever,Diamonds Are Forever (1971)
50,1., 100%,/m/the_conformist,The Conformist (1970)
59,2., 95%,/m/le_cercle_rouge,Le Cercle Rouge (1970)
44,3., 95%,/m/patton,Patton (1970)
46,4., 87%,/m/mash,M*A*S*H (1970)
46,5., 87%,/m/five_easy_pieces,Five Easy Pieces (1970)
41,6., 78%,/m/el_topo,El Topo (1970)
73,1., 97%,/m/army_of_shadows,Army of Shadows (L'Armée des ombres) (1969)
50,2., 96%,/m/1059489-wild_bunch,The Wild Bunch (1969)
60,3., 90%,/m/midnight_cowboy,Midnight Cowboy (1969)
51,4., 90%,/m/true_grit,True Grit (1969)
46,5., 89%,/m/easy_rider,Easy Rider (1969)
46,6., 89%,/m/1003318-butch_cassidy_and_the_sundance_kid,Butch Cassidy and the Sundance Kid (1969)
40,7., 85%,/m/pierrot-le-fou-pierrot-goes-wild-crazy-pete,Pierrot le Fou (Pierrot Goes Wild) (Crazy Pete) (1969)
45,8., 82%,/m/on_her_majestys_secret_service,On Her Majesty's Secret Service (1969)
69,1., 99%,/m/rosemarys_baby,Rosemary's Baby (1968)
57,2., 98%,/m/once_upon_a_time_in_the_west,Once Upon a Time in the West (1968)
80,3., 94%,/m/1000085-2001_a_space_odyssey,2001: A Space Odyssey (1968)
54,4., 96%,/m/1015052-night_of_the_living_dead,Night of the Living Dead (1968)
50,5., 96%,/m/belle_de_jour,Belle de Jour (1968)
47,6., 96%,/m/beatles_the_yellow_submarine,Yellow Submarine (1968)
65,7., 91%,/m/1016819-producers,The Producers (1968)
43,8., 93%,/m/funny_girl,Funny Girl (1968)
52,9., 88%,/m/1016397-planet_of_the_apes,Planet of the Apes (1968)
45,10., 73%,/m/barbarella,Barbarella (1968)
83,1., 99%,/m/the_battle_of_algiers,The Battle of Algiers (La Battaglia di Algeri) (1967)
47,2., 100%,/m/cool_hand_luke,Cool Hand Luke (1967)
45,3., 96%,/m/in_the_heat_of_the_night,In the Heat of the Night (1967)
74,4., 91%,/m/graduate,The Graduate (1967)
54,5., 89%,/m/bonnie_and_clyde,Bonnie and Clyde (1967)
44,6., 73%,/m/you_only_live_twice,You Only Live Twice (1967)
69,1., 97%,/m/the_good_the_bad_and_the_ugly,"The Good, the Bad and the Ugly (1966)"
40,2., 95%,/m/whos_afraid_of_virginia_woolf,Who's Afraid of Virginia Woolf? (1966)
47,3., 89%,/m/persona,Persona (1966)
44,4., 86%,/m/blow_up_1966,Blow-Up (1966)
60,1., 100%,/m/repulsion,Repulsion (1965)
41,2., 90%,/m/alphaville,Alphaville (1965)
56,3., 86%,/m/sound_of_music,The Sound of Music (1965)
44,4., 86%,/m/thunderball,Thunderball (1965)
44,5., 82%,/m/1006037-doctor_zhivago,Doctor Zhivago (1965)
106,1., 98%,/m/beatles_a_hard_days_night,A Hard Day's Night (1964)
76,2., 99%,/m/dr_strangelove,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb (1964)
46,3., 100%,/m/mary_poppins,Mary Poppins (1964)
54,4., 98%,/m/the_umbrellas_of_cherbourg_1964,The Umbrellas of Cherbourg (Les Parapluies de Cherbourg) (1964)
58,5., 97%,/m/goldfinger,Goldfinger (1964)
44,6., 98%,/m/fistful_of_dollars,A Fistful of Dollars (Per un Pugno di Dollari) (1964)
53,7., 96%,/m/from_russia_with_love,From Russia With Love (1964)
51,8., 96%,/m/mafioso_1964,Mafioso (1964)
47,9., 96%,/m/band_of_outsiders,Band of Outsiders (Bande à part) (1964)
46,10., 96%,/m/my_fair_lady,My Fair Lady (1964)
53,11., 94%,/m/contempt,Contempt (1964)
46,1., 100%,/m/the_leopard_1963,The Leopard (1963)
46,2., 98%,/m/8-12,8 1/2 (1963)
52,3., 96%,/m/1002448-birds,The Birds (1963)
45,4., 93%,/m/the_great_escape,The Great Escape (1963)
41,5., 93%,/m/1010939-jason_and_the_argonauts,Jason and the Argonauts (1963)
80,1., 98%,/m/lawrence_of_arabia,Lawrence of Arabia (1962)
53,2., 98%,/m/1013227-manchurian_candidate,The Manchurian Candidate (1962)
52,3., 98%,/m/eyes_without_a_face_1962,Eyes Without a Face (1962)
52,4., 96%,/m/dr_no,Dr. No (1962)
41,5., 95%,/m/1012611-lolita,Lolita (1962)
42,6., 93%,/m/man_who_shot_liberty_valance,The Man Who Shot Liberty Valance (1962)
50,7., 92%,/m/what_ever_happened_to_baby_jane,What Ever Happened to Baby Jane? (1962)
57,8., 91%,/m/to_kill_a_mockingbird,To Kill A Mockingbird (1962)
61,1., 97%,/m/breathless,Breathless (1961)
46,2., 98%,/m/101_dalmatians,101 Dalmatians (1961)
42,3., 98%,/m/hustler,The Hustler (1961)
65,4., 94%,/m/west_side_story,West Side Story (1961)
47,5., 96%,/m/1099622-innocents,The Innocents (1961)
44,6., 95%,/m/lannee_derniere_a_marienbad_1961,L'année dernière à Marienbad (Last Year at Marienbad) (1961)
49,7., 88%,/m/breakfast_at_tiffanys,Breakfast at Tiffany's (1961)
68,1., 100%,/m/north-by-northwest,North by Northwest (1959)
54,2., 100%,/m/400_blows,The 400 Blows (Les Quatre cents coups) (1959)
42,3., 100%,/m/anatomy-of-a-murder,Anatomy of a Murder (1959)
40,4., 100%,/m/rio_bravo,Rio Bravo (1959)
52,5., 96%,/m/some_like_it_hot,Some Like It Hot (1959)
44,6., 86%,/m/benhur,Ben-Hur (1959)
71,1., 96%,/m/1021749-touch_of_evil,Touch of Evil (1958)
65,2., 95%,/m/vertigo,Vertigo (1958)
55,3., 93%,/m/elevator_to_the_gallows,Elevator to the Gallows (Ascenseur pour l'échafaud) (1958)
50,1., 100%,/m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men) (1957)
47,2., 98%,/m/sweet_smell_of_success,Sweet Smell of Success (1957)
42,3., 98%,/m/throne_of_blood,Throne of Blood (1957)
54,4., 94%,/m/paths_of_glory,Paths of Glory (1957)
53,5., 94%,/m/bridge_on_the_river_kwai,The Bridge on the River Kwai (1957)
42,6., 95%,/m/wild_strawberries,Wild Strawberries (1957)
53,7., 92%,/m/seventh_seal,The Seventh Seal (Det Sjunde inseglet) (1957)
57,1., 100%,/m/seven_samurai_1956,Seven Samurai (Shichinin no Samurai) (1956)
41,2., 100%,/m/searchers,The Searchers (1956)
51,3., 98%,/m/1010678-invasion_of_the_body_snatchers,Invasion of the Body Snatchers (1956)
42,4., 98%,/m/forbidden_planet,Forbidden Planet (1956)
70,5., 93%,/m/gojira,Gojira (1956)
48,6., 94%,/m/rififi,Rififi (Du Rififi Chez les Hommes) (1956)
65,1., 98%,/m/night_of_the_hunter,The Night of the Hunter (1955)
42,2., 98%,/m/pather_panchali,Pather Panchali (1955)
47,3., 96%,/m/rebel_without_a_cause,Rebel Without a Cause (1955)
44,4., 95%,/m/to_catch_a_thief,To Catch a Thief (1955)
41,5., 95%,/m/1032980-diabolique,Diabolique (Les Diaboliques) (1955)
63,1., 100%,/m/1017289-rear_window,Rear Window (1954)
62,2., 98%,/m/on_the_waterfront,On the Waterfront (1954)
42,3., 95%,/m/johnny_guitar,Johnny Guitar (1954)
43,4., 88%,/m/dial_m_for_murder,Dial M for Murder (1954)
42,1., 100%,/m/tokyo_story,Tokyo Story (Tôkyô monogatari) (1953)
41,2., 100%,/m/wages_of_fear,The Wages of Fear (1953)
52,3., 98%,/m/roman_holiday,Roman Holiday (1953)
40,4., 98%,/m/gentlemen_prefer_blondes,Gentlemen Prefer Blondes (1953)
49,5., 92%,/m/1007931-from_here_to_eternity,From Here to Eternity (1953)
50,1., 100%,/m/singin_in_the_rain,Singin' in the Rain (1952)
50,2., 96%,/m/1046060-high_noon,High Noon (1952)
51,1., 100%,/m/rashomon,Rashômon (1951)
55,2., 98%,/m/1020333-streetcar_named_desire,A Streetcar Named Desire (1951)
40,3., 100%,/m/the_african_queen_1951,The African Queen (1951)
61,4., 95%,/m/american_in_paris,An American in Paris (1951)
43,5., 98%,/m/strangers_on_a_train,Strangers on a Train (1951)
54,6., 94%,/m/1005371-day_the_earth_stood_still,The Day the Earth Stood Still (1951)
64,1., 100%,/m/1000626-all_about_eve,All About Eve (1950)
60,2., 98%,/m/sunset_boulevard,Sunset Boulevard (1950)
